cityCode,cityName,wellnessCentreCode,wellnessCentreName,wellnessCentreAddress,doctorCount,category,wellnessCentreContactNo,longitude,latitude
121,MEERUT,MR5,S K Road,"Swasthya Bhawan, S.K. Road, Meerut",5,alopathic,0121-2763159,77.72096252,28.974173
121,MEERUT,MR6,Lekha Nagar,"DAD Quarters, Lekha Nagar, Meerut Cantt",2,alopathic,0121-2647895,77.70626068,29.01349
121,MEERUT,MRA1,AbuLane Meerut,,2,ayurvedic,,77.70223999,28.997238
121,MEERUT,MRH3,Vijay Nagar Meerut,,2,homeo,,77.7095871,28.986092
135,DHERADUN,DD1,CGHS Milan Vihar Wellness Centre,"20-Navyug Enclave, Indrapuram, Phase-III, Milan Vihar GMS Road Dehradun (Uttarakhand).",4,alopathic,0135-2726820,78.03953552,30.328388
135,DHERADUN,DD2,P & T Wellness Centre,"P & T Colony, Chukhuwala, Chakrata Road Dehradun (Uttarakhand).",3,alopathic,0135-2653166,78.01203918,30.310898
141,JAIPUR,JA1,Chaura Rasta,"1st Floor, Chandan Mahal, Chaura Rasta, Jaipur",3,alopathic,0141-2329927,75.82113647,26.918316
141,JAIPUR,JA2,JANTA COLONY,,2,alopathic,,75.83695221,26.907198
141,JAIPUR,JA3,Bajaj Nagar,"A.G.Colony, Bajaj Nagar, Jaipur",6,alopathic,0141-2710084,75.80387878,26.874372
141,JAIPUR,JA4,BANI PARK,"D-143/A-2, Kaushalya Path, Basant Marg, Banipark, Jaipur",6,alopathic,0141-2207708,75.78604126,26.926512
141,JAIPUR,JA5,Jyoti Nagar,"Income Tax Colony, Jyoti Nagar, Jaipur",5,alopathic,0141-2743263,75.79559326,26.89531
141,JAIPUR,JA6,GSI Colony,"G.S.I. Colony, Malviya Nagar, Jaipur",3,alopathic,0141-2755732,75.81828308,26.84535
141,JAIPUR,JA7,VIDHYADHAR NAGAR,"Custom & Central Excise Colony, Vidhyadhar Nagar, Jaipur",4,alopathic,0141-2335850,75.78572083,26.966885
172,CHANDIGARH,CG1,Chandigarh,"Old U.T., Polyclinic Building, Sector 45C,Chandigarh 160046",9,alopathic,0172-2630692,76.76093292,30.70427
177,SHIMLA,SL1,SHIMLA,,4,alopathic,,77.14741516,31.103388
191,JAMMU,JT01,Jammu,"Exhibition Ground, Dogra Chowk, Jammu ( J & K)",3,alopathic,0194-2520777,74.85848999,32.72272
20,PUNE,PU01,Akurdi,"GPRA QuarterNo.4/182,Central Govt. Colony Sector No.26,Pradhikaran,Akurdi, Pune 411 044.",9,alopathic,020-27640130,73.76499939,18.651558
20,PUNE,PU02,Phulenagar,"GSI Colony, Phulenagar,Pune-411 006.",8,alopathic,020-26685960,73.82150269,18.551428
20,PUNE,PU03,Camp,"Chitragupta Complex, Hidayatullah Road, Pune-411 042.",3,alopathic,020-26455163,73.87445831,18.50474
20,PUNE,PU04,Kasba Peth,"Agneya, 1st FloorPhadke Haud Chowk1422, Kasba PethPune 411 011.",5,alopathic,020-25652045,73.85990143,18.51888
20,PUNE,PU05,Ganeshkhind Road,"Armament Colony, Ganeshkhind Road, Pune-411 020.",35,alopathic,020-25652045,73.82102966,18.551151
20,PUNE,PU06,Range Hills,"Bldg No.296, Range Hills Estate, Range Hills,Pune-411 020.",11,alopathic,020-25819776,73.84120941,18.550385
20,PUNE,PU07,Mukundnagar,"Ground Floor, Swasthya Sadan, Mukundnagar, Pune-411 037.",5,alopathic,020-24266402,72.85643005,19.017027
20,PUNE,PU08,Bajirao Road,"Anandi 1304,Shukrawar Peth,Near Wadia Hospital, Bajirao Road, Pune 411 002.",2,alopathic,020-24471602,73.87454987,18.55219
20,PUNE,PU09,G.T.Road,"6, G.T.Road, Pune-411 001",3,alopathic,020-26360020,73.87970734,18.515316
20,PUNE,PU10,PUNE Polyclinic,,10,alopathic,,73.85936737,18.494251
20,PUNE,PUA7,Ayurvedic Mukund Nagar,,2,ayurvedic,,73.85716248,18.493698
20,PUNE,PUH3,Homeopathic Camp Pune,,3,homeo,,73.87451172,18.504625
20,PUNE,PUH5,Homeopathic Boys battalion Pune,,4,homeo,,73.81980896,18.551321
22,MUMBAI,MU1,CGO New Marine Lines,"Old CGO Building, M.K. Road, (Pratishtha Bhavan) Mumbai-400 020",6,alopathic,022 22018799,72.82796478,18.938894
22,MUMBAI,MU10,Bandra,"Plot NO. 215 31, road, Off Linking Road, Bandra (W)Mumbai 400 050",23,alopathic,2226428114,72.83659363,19.059433
22,MUMBAI,MU11,Byculla,"Khan Mansion, Flat No.1, 15 Victoria Road Byculla, Mumbai 400 027",1,alopathic,2223722150,72.83562469,18.97616
22,MUMBAI,MU12,Ambarnath,"Old primary School, Ordinance Estate, Ambarnath, Thane 421502",5,alopathic,2512600858,73.18596649,19.212654
22,MUMBAI,MU13,CBD Belapur,"Ekta Vihar, Type V, Nerul, Navi Mumbai.",4,alopathic,2227522287,73.02830505,19.026836
22,MUMBAI,MU14,WAKOLA,"P & T Colony, Vakola Mumbai 400 029",24,alopathic,2226650366,72.8575592,19.08297
22,MUMBAI,MU15,Deonar,"Deonar Post Office Bldg Telecom Factory, Town ship compound, Deonar,Mumbai 400 088",2,alopathic,2225512137,72.91854095,19.045315
22,MUMBAI,MU16,OSHIWARA,"Flat No.3 & 4, Building No. 31, Tata Communication (TCL) Colony, Near Oshiwara, Jogeswari (W), Mumbai",21,alopathic,022-26326612,72.83218384,19.150515
22,MUMBAI,MU17,Bhandup,"Flat No. 321 & 322, Type IV Cite C, Central Govt. Qrts,Bhandup, Mumbai-400 078",6,alopathic,2225619655,72.94107819,19.142601
22,MUMBAI,MU18,Vikhroli,"Tata Staff Colony, BldG No. 250, Kannamwar Nagar-1,, Vikhroli-E, , Mumbai400 088",6,alopathic,2225782421,72.93338776,19.109577
22,MUMBAI,MU19,Mulund,"B/2, Type-II P & T. Colony,Mulund(W),Mumbai-400 080",4,alopathic,2225616267,72.94424438,19.172121
22,MUMBAI,MU2,Peddar Road,"Income Tax Flats, No. D-1 Pedder Road, Mumbai-400 026",1,alopathic,2223516680,72.81027985,18.972956
22,MUMBAI,MU20,Kandivali,"D-1/2, Lekha Vihar,Sector 5, Charkop, Kandivli (West),Mumbai 400 067.",16,alopathic,2228677353,72.82310486,19.215654
22,MUMBAI,MU21,"Sahar, Andheri (W)","P&T Colony, Sahar, Mumbai 400 029",7,alopathic,2228210959,72.85985565,19.10255
22,MUMBAI,MU22,"Sheikh Mistry, Koliwada","Shaikh Mistry, S.M. Plot, Kolowada,Mumbai-400 037",6,alopathic,2224015758,72.86833191,19.02878
22,MUMBAI,MU23,Parel,"Govt. Mint Colony, Bldg No.20 Flat No. 41-43, Saibaba Marg, Mint Staff Qtrs, Parel, Mumbai 400 012",3,alopathic,2224187276,72.84323883,18.99578
22,MUMBAI,MU24,"KUJURMARG, POWAL","Naval Armament Depot campus, Kujurmarg, Powal, Mumbai 400 078",2,alopathic,2225784026,72.9233551,19.126501
22,MUMBAI,MU25,Jogeshwari,"Incometax Colony, Bldg No. 10-12, Jogeshwari (E), Mumbai 400 062",12,alopathic,2228210948,72.8575592,19.08297
22,MUMBAI,MU26,Seepz,"Seepz Qtrs Complex, Qtrs. No. C-1, C-2, Andheri (E),Mumbai 400 096.",4,alopathic,2228365751,72.87551117,19.128706
22,MUMBAI,MU27,Nepean Sea Road,"Hyderabad Estate, N.S. Road, Mumbai 400 006",1,alopathic,2223641816,72.80034637,18.956367
22,MUMBAI,MU28,Juhu,"TelecomComplex,JuhuTara Road,Santacruz(W), Mumbai.",2,alopathic,2226601744,72.85726929,19.103073
22,MUMBAI,MU3,Worli,"25-C, Sea Face, Opp. Flora Hotel,Thadani Marg, Worli, Mumbai-400 018.",3,alopathic,2224932909,72.81368256,19.003506
22,MUMBAI,MU5,SANTAKRUZ,"Near Airport Colony,Bamanawada,Santacruz(w), Mumbai 400 029",19,alopathic,2228210971,72.85727692,19.103624
22,MUMBAI,MU6,Ghatkopar,"Flat No. 25, Central Govt.Qurts,Ghatkopar, Mumbai 400 086",12,alopathic,2225149229,72.9092865,19.090258
22,MUMBAI,MU7,WADALA,"C.G.S. Qtrs, Flat 226-227, Type-IV, Wadala, Mumbai-400 031",2,alopathic,2224124515,72.85579681,19.017803
22,MUMBAI,MU8,Koliwada,"Bldg.No.21, Sectior-1, Kane Nagar,Mumbai-400037",9,alopathic,2224013694,72.86637878,19.029572
22,MUMBAI,MU9,CLI Sion,"Central Labour Inst. Premises, Trombay Road,(Sion), Mumbai-400 022.",4,alopathic,2224081616,72.86677551,19.04969
33,KOLKATA,KO1,Belvedere,"Flat no. 68, Belvedere Estate, Kolkata 700 027.(Near Alipore Zoo/Command Hospital)",5,alopathic,24791153,88.34654999,22.52668
33,KOLKATA,KO10,BBD Bag,"5, Esplanade East (Ground Floor),Kolkata 700069. (Opposite to CTC tram Depot, Esplanade)",7,alopathic,22622030,88.3498764,22.566198
33,KOLKATA,KO11,Santagachi,"Govt. of India Press Colony,Santragachi, Howrah-711321.(Near Jagacha Police Station)",8,alopathic,26571526,88.28018188,22.593863
33,KOLKATA,KO12,Salt Lake AF,"Bidhan Nagar AF Block Sec.-I, Flat No. 209 & 210.Kolkata 700064",5,alopathic,23374635,88.42153931,22.598293
33,KOLKATA,KO13,Airport,"New Quarters,Dum Dum, Kolkata 700052. (Nr. Airport Gate no-1)",9,alopathic,25119442,88.42630005,22.63621
33,KOLKATA,KO14,Lake Town,"P 112, Kalindi Housing Scheme, Kolkata-700089. (Near Kalindi Bus stop)",12,alopathic,25222137,88.40235901,22.608047
33,KOLKATA,KO15,Tollygunj,Tollygunge C.G. Qrts. Ground FloorKolkata 700 040. (Opposite to Malancha Cinema Hall ),6,alopathic,24116059,88.35319519,22.489405
33,KOLKATA,KO16,Salt Lake EB,Qrts. Nos. 81 & 82 Type CKolkata 700064.,4,alopathic,23344849,88.4071579,22.586054
33,KOLKATA,KO17,Kudghat,"51 A, Gangapuri, Purbaputiari, Kolkata 7000 93. (Near Kudghat Bazar)",14,alopathic,24311328,88.34709167,22.479055
33,KOLKATA,KO18,Salt Lake IC,"I C Block CGHS Complex, Type (IV) Qrts. Nos. 1 & 2, Sector-I, Salt Lake, Kolkata 700106. (Near Tank No -14)",5,alopathic,23353427,88.41448212,22.571302
33,KOLKATA,KO19,POLYCLINIC,,8,alopathic,,88.41266632,22.573519
33,KOLKATA,KO2,Lake Area,"Lake Govt. Qrts. Fl. No. 55 & 56 Southern Ave., Kolkata 700029. (Near Kamala Girls School / Vivekananda Park)",4,alopathic,24661733,88.35822296,22.514097
33,KOLKATA,KO3,Doverlane,Flat No. 2/D Dover Lane Govt. Qrts. Kolkata 700029. (Near Gariahat Police Station),16,alopathic,24619292,88.358078,22.518232
33,KOLKATA,KO4,Narkeldanga,Flat No. 27 & 28 Narkeldanga Govt. Qrts. Kolkata 700054. (Opposite to Phool Bagan Police Station),8,alopathic,23203998,88.39266205,22.573692
33,KOLKATA,KO5,Shyambazar,"7-A Kalachand Sanyal Lane, Kolkata 700004. (Opposite to Shyambazar Tram Depot)",6,alopathic,25556385,88.37348938,22.599861
33,KOLKATA,KO6,Regent Estate,"102, Regent Estate,Kolkata 700092.(Near sulekha bus stand)",7,alopathic,24125528,88.39987183,22.51736
33,KOLKATA,KO7,B/ Kalighat,"1 A, Satish Mukherjee Road, Kolkata-700026. (Opposite to Basushree Cinema Hall, Near Jatin Das Park Metro Station)",10,alopathic,24641852,88.34750366,22.522116
33,KOLKATA,KO8,Bidhan Sarani,"168, Bidhan Sarani, Kolkata 700006. (Near Hedua)",20,alopathic,25558034,88.36728668,22.699827
33,KOLKATA,KO9,Mint Colony,"9, Mint Guard House,Kolkata 700053.(Near India Govt. Mint, Majherhat)",7,alopathic,24010558,88.31976318,22.514448
3592,GANGTOK,GK1,Gangtok,,1,alopathic,,88.60646057,27.344988
361,GUWAHATI,GT1,Hengrabari,"Shankardev Nagar,Near Housing Colony,Hengrabari,Guwahati-781006",3,alopathic,0361-2269743+919435195800,94.09190369,25.665863
361,GUWAHATI,GT2,Narengi,"Mrs.Jonali Kalita,W/o Dr. Hiren Kalita, 1 No Madgharia, Narengi,Tiniali,Guwahati-781026",3,alopathic,9.19854E+11,91.82079315,26.175413
361,GUWAHATI,GT3,Gotanagar,"H/o Gokul Ch. Deka,H.No-6, P.N.G.B. Road, In front of Guwahati Nursery, Gotanagar,Guwahati-781033",2,alopathic,0361-2670255,91.67494202,26.13751
361,GUWAHATI,GT4,Panbazar,"Panbazar,In front of Don Bosco School,Guwahati-781001",2,alopathic,0361-2540551,91.74562073,26.185768
361,GUWAHATI,GT5,Beharbari,"A.G. Residential Complex, Beharbari,Guwahati-781029",1,alopathic,7896020538,91.77283478,26.115187
361,GUWAHATI,GT6,GUWAHATI HOMEO 1,,1,homeo,,91.78816223,26.146744
364,SHILLONG,SH1,Wellness Centre Laitumkhrah,"Chief Medical Officer Incharge,CGHS Wellness Centre No.1, Laitumkhrah, Shillong-793003, Meghalaya",4,alopathic,0364-2501569,91.90233612,25.567507
364,SHILLONG,SH2,Wellness Centre Opp. Raj Bhawan,"Chief Medical Officer Incharge,CGHS Wellness Centre No.2, Opp. Raj Bhawan, Shillong-793001, Meghalaya",2,alopathic,0364-2504451,91.88684082,25.5722
381,AGARTALA,AG1,Agartala,,1,alopathic,,91.28557587,23.862661
385,IMPHAL,IM1,Imphal,,2,alopathic,,93.95159149,24.797945
40,HYDERABAD,HY1,Charminar,"22-1-951 Noor Khan Bazaar, Hyderabad",4,alopathic,040-24525415,78.48617554,17.373007
40,HYDERABAD,HY10,AGS Colony,"AGS Colony, Vikaspuri, Hyderabad",16,alopathic,040-23810449,78.43066406,17.449778
40,HYDERABAD,HY11,Kakatiyanagar,"Hostel Suite No. 1 to 8, Hostel Complex, GPRA Quarters, Gachibowli, Hyderabad",4,alopathic,040-23002454,78.35686493,17.438831
40,HYDERABAD,HY12,Dilsukhnagar,"H.No.11-7-205(4/A), HUDA Colony, Saroor Ngr, Hyderabad-500035",6,alopathic,040-24046333,78.53982544,17.366604
40,HYDERABAD,HY13,Tarnaka,"Street No.5, Tarnaka, Secunderabad-500017",5,alopathic,040-27019223,78.5322876,17.426619
40,HYDERABAD,HY2,Humayunnagar,"Sharadanagar Colony, Gudimal Kapur, Hyderabad-500028",5,alopathic,040-23531833,78.43933868,17.382103
40,HYDERABAD,HY3,Secunderabad,"Ground Floor, CGO Towers, Kavadiguda, Secunderabad",4,alopathic,040-27708898,78.49341583,17.424078
40,HYDERABAD,HY4,Begumpet,"Kendriya Swasthya Bhavan, Be Gumpet, Hyderabad-500016",10,alopathic,040-27904259,78.4726944,17.44486
40,HYDERABAD,HY5,Himayatnagar,"Oilseeds Quarters Type-1, Behind Lady Hydri Club, Himayatnagar, Hyderabad-500029",8,alopathic,040-23220454,78.47789764,17.40583
40,HYDERABAD,HY6,Kachiguda,"Kendriya Sadan, Sultan Bazar Koti, Hyderabad-500095",4,alopathic,040-2473901,78.48794556,17.386848
40,HYDERABAD,HY7,Malakpet,"H.No.16-3-994/1/A/1, Opp.Officers Mess, New Malakpet, Hyderabad-500036",4,alopathic,040-27529090,78.50126648,17.369219
40,HYDERABAD,HY8,Kanchanbagh,"DRDO Complex Kanchanbagh,Hyderabad-500058",6,alopathic,040-24340299,78.50637817,17.337494
40,HYDERABAD,HY9,Alwal,"Pempala Towers, Old Alwal, Secunderabad",6,alopathic,040-27972563,78.50629425,17.50925
413,PONDICHERRY,PD1,PUDUCHERRY,,3,alopathic,,79.79868317,11.934857
44,CHENNAI,CH01,ADYAR,26th Cross Street Cpwd Qtrs Indira Nagar Adyar,18,alopathic,044-23458401,80.26875305,13.002129
44,CHENNAI,CH02,ANNA NAGAR,Central Revenue Qtr No 15 Ranganathan Garden Anna Nagar,39,alopathic,044-23458402,80.20446014,13.088861
44,CHENNAI,CH03,AVADI,Heavy Vehicles Factory Complex Avadi,5,alopathic,044-23458403,80.1060257,13.123678
44,CHENNAI,CH04,GOPALAPURAM,No 1 1st Street Gopalapuram Chennai,16,alopathic,044-23458404,80.25761414,13.049122
44,CHENNAI,CH05,GUINDY,Block No 6/1-5 Bcg Staff Quarters Guindy,13,alopathic,044-23458405,80.22225952,13.009951
44,CHENNAI,CH06,KK NAGAR,Cpwd Quarters Kk Nagar Chennai 600078,36,alopathic,044-23458406,80.20825195,13.037244
44,CHENNAI,CH07,MEENAMBAKKAM,DGQA Complex Meenambakkam Chennai,4,alopathic,044-23458407,80.17721558,12.982342
44,CHENNAI,CH08,NANDAMBAKKAM,No 16-19 Cda Res Complex Nandambakkam,31,alopathic,044-23458408,80.19509888,13.014582
44,CHENNAI,CH09,NUNGAMBAKKAM,C&B Block 1st Floor Shastri Bhavan Haddows Rd,15,alopathic,044-23458409,80.24710846,13.066603
44,CHENNAI,CH10,PERAMBUR,,21,alopathic,,80.24971771,13.106203
44,CHENNAI,CH11,RA PURAM,No 6 Kamaraj Saalai Ra Puram Chennai,4,alopathic,044-23458411,80.25947571,13.02153
44,CHENNAI,CH12,ROYAPURAM,"No 108,109 Mannar Swami Koil St Royapuram",20,alopathic,044-23458412,80.29117584,13.107506
44,CHENNAI,CH13,TRIPLICANE,No 54 Akbar Sahib St Triplicane Chennai,2,alopathic,044-23458413,80.27694702,13.060354
44,CHENNAI,CH14,VEPERY,"NO 10 Vasu Street , Backside of EGA Theatre .Kilpauk Chennai 600010",9,alopathic,044-23458414,80.24037933,13.078823
471,TRIVANDRUM,TR1,Kesavadasapuram,"TC 3/120, Kesavadasapuram, Thiruvananthapuram",7,alopathic,0471-2443452,76.9407196,8.533119
471,TRIVANDRUM,TR2,Sasthamangalam,"TC 9/1580, ""Mangalya"" Hospital Road, Sasthamangalam Trivandrum-695010",4,alopathic,0471-2728110,76.94612122,8.533302
471,TRIVANDRUM,TR3,Vanchiyoor,"TC 25/2893, Dharmadasham Lane, Vanchiyoor, Trivandrum 695035",8,alopathic,0471-2471143,76.94612122,8.533302
512,KANPUR,KN1,Saket Nagar,"127/924, W-1, Saket Ngr, (Near Sushila Nursing Home), Kanpur",3,alopathic,0512-2666240,80.31765747,26.435453
512,KANPUR,KN2,R. K. NAGAR,"110/58, R.K. Nagar, Kanpur",3,alopathic,0512-2542379,80.31963348,26.470814
512,KANPUR,KN3,Civil Lines,"15/45 (A&B) Civil Lines, Kanpur",4,alopathic,0512-2306876,80.34627533,26.475863
512,KANPUR,KN4,Khapra Mohal,"E-45, Khapra Mohal, Kanpur",3,alopathic,0512-2322924,80.35733795,26.455675
512,KANPUR,KN5,Kendranchal,"Gulmohar Vihal, kendranchal Colony,Naubasta, Kanpur",5,alopathic,0512-2618122,80.34269714,26.400698
512,KANPUR,KN6,Raksha Vihar,"Single JCOs Quarter, Raksha Vihar, Shyam Nagar, Kanpur",3,alopathic,0512-2424311,80.36140442,26.422136
512,KANPUR,KN7,Pandu Nagar,"117/H-2/28, Pandu Nagar, Kanpur",4,alopathic,0512-2217339,80.29418182,26.472935
512,KANPUR,KN8,Azad Nagar,"A/186, Azadnagar, Kanpur",3,alopathic,0512-2560272,80.30625916,26.500862
512,KANPUR,KN9,Ratan Lal Nagar,"Plot No.8-11, Ratan Lal Nagar, Kanpur",5,alopathic,0512-2283399,80.28739166,26.444014
522,LUCKNOW,LK1,Lucknow 1,,4,alopathic,,80.99488068,26.863432
522,LUCKNOW,LK10,AYURVEDIC LUCKNOW,,2,ayurvedic,,80.94749451,26.83356
522,LUCKNOW,LK2,Lucknow2,"Sky Lark Building, Nawal Kishore Road, Lucknow",3,alopathic,0522-2613763,80.95143127,26.886131
522,LUCKNOW,LK3,Lucknow3,"CPB/G Prem Plaza, Kanpur Road, LDA Colony, Lucknow",6,alopathic,0522-2421992,80.90444183,26.79093
522,LUCKNOW,LK4,Lucknow4,"C-3335, Meena Bakery Road Rajajipuram, Lucknow 226017",4,alopathic,0522-2421931,80.88471985,26.843386
522,LUCKNOW,LK5,Lucknow5,"12-B Mall Avenue, Lucknow 226001",4,alopathic,0522-2235139,80.94749451,26.83356
522,LUCKNOW,LK6,Lucknow6,"1/10 Sector A, Sitapur Rd, Aliganj Lucknow 226024",12,alopathic,0522-2745246,80.94458771,26.904528
522,LUCKNOW,LK7,GOL Market,"1st Flr,P Office Campus, Mahanagar Gol Market, Lucknow 226020",4,alopathic,0522-2321432,80.95939636,26.873436
522,LUCKNOW,LK8,PMG Office Hazaratganj,Hazratganj GMT Office Lucknow 226001,2,alopathic,0522-2230077,80.91566467,26.86548
522,LUCKNOW,LK9,Aishbagh,Aishbagh P&T Dispensary Lucknow,2,alopathic,0522-2251392,80.90119934,26.848011
532,ALLAHABAD,AL01,Jawahar Lal Nehru Road,"41, Jawahar Lal Nehru Road, Allahabad",6,alopathic,0532-2468188,81.86323547,25.451668
532,ALLAHABAD,AL02,Drummond,"4/6, Drummond, Allahabad",3,alopathic,0532-2624435,81.82738495,25.450512
532,ALLAHABAD,AL03,Kalyani Devi,"1130/1130A Kalyani Devi, Allahabad",2,alopathic,0532-2242530,81.83385468,25.42972
532,ALLAHABAD,AL04,New Katra,"38 A, Beli Road, New Katra, Allahabad",4,alopathic,0532-2642457,81.85340881,25.47363
532,ALLAHABAD,AL05,Kendranchal Colony,,4,alopathic,,81.77735901,25.454859
532,ALLAHABAD,AL06,Leader Road,"46/38 Leader Road, Allahabad",2,alopathic,0532-403822,81.83309174,25.443272
532,ALLAHABAD,AL07,Naini,"236/101-C /1 Chok Daud Nagar Near Swadeshi Cotton Mills, Naini, Allahabad",3,alopathic,0532-2697132,81.86972809,25.39662
532,ALLAHABAD,AL08,CGHS Polyclinic Sangam Place,"2nd Floor, Sangam Place, Civil Lines, Allahabad",5,alopathic,0532-2560578,81.83052063,25.450197
532,ALLAHABAD,ALA1,AYURVEDIC UNIT,,2,ayurvedic,,81.83092499,25.449434
532,ALLAHABAD,ALH1,HOMEO UNIT,,1,homeo,,81.83092499,25.449434
612,PATNA,PA1,Budhmarg,"Budhmarg, Patna-800001",10,alopathic,0612-2221479,85.13365936,25.607672
612,PATNA,PA2,Kankarbagh,"G-3, People's Cooperative Colony, Kankarbagh, Patna-800020",4,alopathic,0612-2351484,85.15351868,25.603031
612,PATNA,PA3,Salimpur Dumra,"Central Revenue Colony, Salimpur Dumra, Ashiana Nagar, Patna",4,alopathic,0612-2582998,85.08421326,25.617695
612,PATNA,PA4,Boring Canal Road,"Krishna Ashram, Plot No. 1091, East Boring Canal Road, Patna-800001",7,alopathic,0612-2532816,85.12309265,25.61814
612,PATNA,PA5,SURYANCHAL BHANDRA GHAT,,2,alopathic,,85.20616913,25.60989
651,RANCHI,RA1,"NEW AG COLONY, DORANDA","New A.G. Colony Doranda, Ranchi, Jharkhand",8,alopathic,0651-2481901,85.31861115,23.343538
651,RANCHI,RA2,KANTA TOLI,"10 A Deep Villa, Purulia Road, Ranchi, Jharkhand",11,alopathic,0651-2530244,85.34331512,23.364851
651,RANCHI,RA3,P and T COLONY LALPUR,"P & T Colony, Lalpur, Ranchi, Jharkhand",1,alopathic,0651-2562333,85.34026337,23.374857
674,BHUBANESHWAR,BH1,OLD AG COLONY,"Old A.G. Colony, Unit-IV,Bhubaneswar-751001",9,alopathic,0674-2393612,85.82943726,20.279497
674,BHUBANESHWAR,BH2,KHARAVELA NAGAR,"Kharvel Nagar, Unit-III,Bhubaneswar-751001",2,alopathic,0674-2393545,85.83598328,20.272116
674,BHUBANESHWAR,BH3,PMG Square,Near PMG Square Bhubaneswar 751001,5,alopathic,0755- 2566977,85.83598328,20.274715
712,NAGPUR,NADT,CHINDWARA ROAD,,2,alopathic,,79.08332062,21.176567
712,NAGPUR,NP1,Katol Road,"CPWD Colony, Katol Road, Nagpur-440013",5,alopathic,0712-2581773,79.06645966,21.169672
